RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2592,15602591,Ivanov,669.0,FRANCE,Male,44,4,103039.78,1,0,1,74625.85,1
8544,15608543,Silva,769.0,Germany,Female,50,1,75811.89,3,1,0,7357.53,0
7274,15607273,Petrov,638.0,Germany,Female,67,2,124915.02,2,1,1,108092.77,0
6195,15606194,Kowalski,798.0,Spain,Male,48,10,40353.11,2,1,0,98047.69,0
3409,15603408,Costa,723.0, France  ,Male,72,0,164916.21,1,1,0,163669.84,1
8994,15608993,Silva,582.0,France,male,57,9,69238.24,2,1,1,196652.43,0
611,15600610,Petrov,581.0, SPAIN  ,Female,75,1,106810.09,1,1,0,14365.29,1
3030,15603029,Schmidt,542.0,France,Female,72,2,48967.42,2,1,0,39529.69,1
8015,15608014,Nguyen,650.0,France,Male,43,5,153753.99,2,1,0,42917.31,0
561,15600560,Andersen,696.0,France,Female,74,5,137197.0,2,1,1,91904.85,1
436,15600435,Rossi,647.0, France  ,Female,37,2,0.0,1,0,1,56087.49,0
1597,15601596,Costa,566.0,FRANCE,Female,44,5,0.0,2,0,0,140444.04,1
2766,15602765,Andersen,694.0, France  ,Male,48,9,154931.11,1,0,0,24790.35,0
9854,15609853,Dubois,850.0,FRANCE,Male,45,0,93791.85,1,0,1,53398.07,1
8674,15608673,Smith,738.0,Germany,male,72,1,119728.66,1,1,0,131632.09,0
7323,15607322,Moreau,654.0,France,Male,41,8,60930.0,3,0,0,124960.69,0
3793,15603792,Garcia,658.0,France,Male,52,3,0.0,1,1,1,130766.05,1
7733,15607732,Garcia,582.0,Germany,female,53,3,78102.68,3,1,1,150578.4,0
6085,15606084,Costa,806.0,Spain,male,59,0,0.0,1,1,0,23598.3,1
9787,15609786,Andersen,655.0,GERMANY,Male,37,0,91225.92,3,0,1,181944.81,0
7968,15607967,Dubois,666.0,France,Female,46,10,0.0,2,1,1,20610.62,0
8670,15608669,Petrov,593.0, FRANCE  ,Female,46,10,71175.65,1,1,1,4317.8,0
7360,15607359,Okafor,659.0,Germany,male,53,0,76770.54,2,0,0,192970.43,1
9422,15609421,Nguyen,564.0,Germany,Female,64,2,89564.08,1,1,1,181535.81,1
8540,15608539,Nguyen,850.0,France,Male,66,3,0.0,2,0,1,173745.96,0
662,15600661,Kumar,663.0,Spain,female,58,7,20322.5,1,0,0,149944.12,0
8340,15608339,Silva,641.0,France,Male,43,3,,2,1,1,175025.68,0
6208,15606207,Nguyen,588.0,Germany,Male,65,8,83438.69,1,0,0,68862.7,0
101,15600100,Petrov,582.0, FRANCE  ,Female,33,9,0.0,1,1,0,31892.19,0
1468,15601467,Ivanov,684.0,GERMANY,Female,60,4,0.0,2,1,0,98738.12,1
4987,15604986,Bianchi,661.0,Germany,Female,62,9,26318.1,1,0,1,182099.86,0
9954,15609953,Silva,850.0,Germany,female,50,1,171517.85,2,0,0,30040.04,1
5739,15605738,Dubois,561.0,France,Male,41,4,128540.48,1,0,0,39123.21,1
6116,15606115,Muller,702.0, GERMANY  ,Female,70,4,,2,0,1,27097.02,1
3211,15603210,Bianchi,611.0,Germany,male,52,2,170123.1,2,1,1,16509.8,0
2822,15602821,Petrov,601.0,Germany,female,33,2,0.0,1,1,1,197106.36,0
982,15600981,Kumar,765.0,France,Male,51,5,121427.13,2,1,0,86705.68,0
6028,15606027,Costa,755.0,France,Male,52,3,84880.09,1,1,0,182428.9,0
7988,15607987,Kowalski,833.0,SPAIN,Male,42,4,0.0,1,1,1,86181.08,0
2344,15602343,Kumar,705.0, France  ,Male,47,2,130196.2,2,0,1,116020.46,1
6043,15606042,Ivanov,676.0,FRANCE,Male,67,8,60564.48,1,0,0,51300.43,0
9315,15609314,Rossi,653.0,Spain,Male,36,6,77777.94,1,1,0,193207.56,0
4490,15604489,Ivanov,585.0,France,Male,71,1,0.0,1,1,0,27357.37,1
8718,15608717,Silva,611.0,France,Male,56,1,0.0,1,0,0,175896.74,1
6113,15606112,Silva,819.0,SPAIN,Female,40,7,84917.71,1,0,0,140167.82,0
1241,15601240,Andersen,608.0,France,Female,91,4,43851.64,2,1,1,21824.12,0
5907,15605906,Silva,406.0,France,Female,33,1,64582.28,2,1,1,55320.54,0
5469,15605468,Fischer,603.0,SPAIN,Male,47,2,83646.12,2,1,0,136197.99,1
6921,15606920,Garcia,692.0,France,Female,44,8,76525.58,4,1,1,85011.03,0
3850,15603849,Dubois,681.0,France,Male,66,6,131752.07,3,1,1,194674.55,0
789,15600788,Andersen,632.0,France,Male,63,10,56647.92,1,1,0,4128.96,1
5485,15605484,Andersen,664.0,Spain,Male,31,6,132378.13,1,0,1,177171.87,0
3027,15603026,Rossi,721.0,France,Female,48,5,71950.06,1,1,0,198764.79,1
7108,15607107,Andersen,679.0,Germany,Male,54,6,66671.03,2,1,1,78042.97,0
5979,15605978,Dubois,713.0,France,female,60,9,0.0,2,0,1,46488.28,1
2421,15602420,Garcia,657.0,Germany,Female,55,10,0.0,1,1,0,180731.1,1
6372,15606371,Okafor,613.0, Spain  ,Male,36,3,84782.68,1,1,1,43511.34,0
4360,15604359,Bianchi,634.0,France,Female,53,4,138116.53,1,1,0,179511.25,1
2532,15602531,Petrov,728.0,France,Female,49,7,149541.1,2,1,1,62954.3,0
4480,15604479,Andersen,687.0, FRANCE  ,Male,54,0,185122.48,1,0,1,41385.6,0
2883,15602882,Fischer,559.0,France,Male,62,10,107109.13,1,0,1,133459.11,0
981,15600980,Fischer,776.0,Spain,Female,43,10,0.0,2,1,0,121880.84,0
6016,15606015,Rossi,651.0, FRANCE  ,Female,78,5,0.0,2,1,1,138146.27,0
3989,15603988,Tanaka,736.0,France,male,52,2,0.0,2,1,0,43373.28,1
6407,15606406,Kumar,543.0,France,Male,46,9,44893.65,1,1,0,149425.73,1
6676,15606675,Schmidt,588.0,Germany,Female,72,7,,2,1,1,190926.69,1
3163,15603162,Muller,662.0,Germany,Female,72,5,154574.2,2,0,1,164401.49,0
5327,15605326,Fischer,573.0,France,Male,47,10,138291.55,2,1,0,17155.41,0
8927,15608926,Dubois,624.0,FRANCE,Male,62,1,83542.79,2,1,1,46355.42,0
206,15600205,Garcia,718.0,France,Male,79,3,136457.86,1,0,0,96463.8,1
1376,15601375,Bianchi,671.0,France,male,53,4,183143.66,2,1,1,141707.19,0
1007,15601006,Schmidt,799.0,France,Female,74,3,47544.45,1,0,1,9163.83,0
467,15600466,Muller,586.0,France,Male,42,2,0.0,2,1,1,127687.78,0
6013,15606012,Costa,640.0,France,Female,72,5,150424.0,1,0,1,66819.84,1
8979,15608978,Nguyen,522.0,FRANCE,Female,48,2,53033.41,2,1,1,173655.97,0
4160,15604159,Smith,555.0,Germany,female,43,1,0.0,1,1,1,196801.89,1
2217,15602216,Silva,769.0,GERMANY,male,51,1,0.0,1,1,0,15317.85,1
7665,15607664,Nguyen,367.0,SPAIN,Female,77,0,109371.63,1,1,0,198429.26,1
9564,15609563,Bianchi,,Spain,female,56,6,49289.14,2,1,0,97601.15,0
5474,15605473,Muller,485.0,France,Female,56,2,79272.21,1,1,1,24251.69,0
8133,15608132,Costa,679.0,SPAIN,Male,35,4,46507.67,2,1,1,86951.32,0
8846,15608845,Novak,648.0,France,Female,66,0,0.0,1,1,1,80804.75,0
6730,15606729,Kowalski,,FRANCE,Male,57,2,0.0,2,0,1,20891.74,0
3335,15603334,Okafor,554.0,Spain,Male,78,7,78596.03,1,1,1,22877.74,1
2981,15602980,Kumar,749.0,Germany,Female,76,9,96739.73,1,0,1,116803.56,0
1631,15601630,Fischer,688.0,Germany,Male,41,10,0.0,4,1,1,137935.29,0
5215,15605214,Petrov,602.0, France  ,Female,49,10,51931.4,2,1,0,123700.88,0
3737,15603736,Ivanov,618.0,FRANCE,male,55,8,0.0,1,1,1,7635.69,0
2106,15602105,Garcia,546.0,Germany,Male,58,3,46602.43,1,1,0,127938.44,1
1353,15601352,Silva,733.0,France,Male,58,4,0.0,2,0,1,136706.54,0
736,15600735,Costa,724.0,France,Male,57,6,25922.77,3,0,1,197307.05,0
2499,15602498,Smith,470.0,Germany,Female,60,10,67600.8,1,1,1,92686.55,0
777,15600776,Tanaka,633.0, Spain  ,Male,57,7,138901.55,1,1,0,27593.48,0
8633,15608632,Tanaka,605.0,France,male,45,3,123727.5,2,0,1,32584.19,0
5107,15605106,Nguyen,738.0,France,Male,72,5,96783.34,3,1,1,136621.43,0
5369,15605368,Costa,642.0,SPAIN,Female,58,5,188705.95,1,1,0,170044.19,0
9569,15609568,Ivanov,832.0, France  ,Female,43,1,112615.79,2,1,1,37067.2,0
9552,15609551,Okafor,728.0,France,Male,40,5,173968.33,1,1,0,92000.99,0
2187,15602186,Kowalski,692.0,Spain,Male,46,1,0.0,1,0,1,168110.95,0
2861,15602860,Muller,704.0, Spain  ,Male,66,10,83273.37,2,1,1,193276.5,1
1867,15601866,Rossi,682.0,SPAIN,Male,46,4,147786.91,1,0,1,189895.72,0
9652,15609651,Tanaka,736.0,France,Male,46,2,68079.2,2,1,1,177253.69,0
2903,15602902,Schmidt,632.0,France,Male,33,1,0.0,1,0,0,94021.33,0
9716,15609715,Novak,671.0,GERMANY,Male,61,4,16345.74,2,1,1,91247.72,1
8369,15608368,Silva,606.0,Spain,male,58,0,,1,1,1,165211.48,0
8277,15608276,Nguyen,714.0,France,female,69,6,122736.34,1,0,0,198761.12,1
4795,15604794,Ivanov,850.0,France,Male,58,1,89878.7,2,1,1,126531.91,0
2290,15602289,Tanaka,519.0,Germany,Female,37,1,141493.18,4,1,1,77386.33,0
2367,15602366,Kowalski,695.0,GERMANY,male,56,8,78826.9,2,1,1,25048.64,0
5532,15605531,Moreau,599.0,Germany,Female,56,9,175300.1,1,0,0,67963.83,1
1651,15601650,Muller,425.0,France,Male,40,4,151051.19,1,1,0,159085.44,0
3110,15603109,Dubois,641.0,France,Female,51,3,0.0,2,1,0,16610.22,0
7941,15607940,Novak,541.0,Spain,Female,35,0,71807.89,1,0,0,115158.72,0
9516,15609515,Bianchi,707.0,FRANCE,Male,53,7,169644.58,2,0,0,185471.55,0
773,15600772,Smith,513.0, Germany  ,Male,65,5,0.0,1,1,1,107631.98,1
7787,15607786,Kumar,850.0,France,Female,45,5,0.0,1,1,0,,0
1008,15601007,Andersen,685.0,GERMANY,Female,45,2,80775.57,3,0,1,89333.91,0
519,15600518,Silva,763.0,SPAIN,Male,34,5,136070.45,2,0,0,181703.37,0
7118,15607117,Novak,638.0,FRANCE,Female,44,8,0.0,2,1,0,57181.57,0
9785,15609784,Silva,559.0,France,Male,30,1,67941.38,1,0,1,162037.41,1
3716,15603715,Garcia,636.0,France,Female,72,4,133421.86,4,1,1,16592.46,0
7385,15607384,Novak,634.0,France,Male,45,6,205571.05,1,1,1,69866.52,0
7370,15607369,Muller,590.0,France,Female,42,2,0.0,1,1,0,44573.93,1
1449,15601448,Kumar,608.0,France,male,74,3,84934.96,1,1,1,27764.37,0
9177,15609176,Okafor,659.0,Germany,Male,71,8,68661.71,1,1,1,114406.95,0
5768,15605767,Kowalski,681.0,FRANCE,Female,57,7,106173.36,1,1,1,30401.78,0
3126,15603125,Schmidt,669.0,FRANCE,Female,55,8,0.0,1,1,1,111530.3,0
5791,15605790,Kumar,756.0,France,Female,59,6,135927.28,2,1,1,138946.85,0
3053,15603052,Nguyen,493.0,France,Male,55,6,137155.41,2,0,0,140615.91,1
2768,15602767,Bianchi,439.0,Spain,Female,39,0,163328.68,2,1,0,170380.69,0
7142,15607141,Nguyen,673.0,France,female,44,5,0.0,2,1,1,24631.02,0
1108,15601107,Moreau,635.0,Spain,Female,37,10,91941.85,1,1,1,141126.67,0
2949,15602948,Andersen,632.0,France,male,72,0,211635.17,2,1,0,142632.01,1
1797,15601796,Bianchi,588.0,SPAIN,female,57,7,67084.85,3,1,0,36333.19,0
9057,15609056,Petrov,799.0,France,male,69,1,4079.35,1,0,0,181035.16,1
5839,15605838,Garcia,694.0,France,Male,53,4,8204.92,3,1,1,72973.99,0
9147,15609146,Kumar,585.0,Germany,Female,53,9,116792.39,1,1,0,182565.05,1
5869,15605868,Moreau,521.0, France  ,Male,49,5,68556.07,2,0,0,180920.75,0
3406,15603405,Ivanov,720.0,Spain,Male,64,5,110690.14,3,0,1,59697.54,0
7023,15607022,Novak,660.0,France,Male,45,3,136612.76,2,1,1,155143.2,0
4113,15604112,Muller,389.0,Spain,Female,44,10,0.0,2,1,1,42307.77,0
4342,15604341,Tanaka,611.0,France,Male,58,3,111769.96,1,1,0,61285.19,0
5605,15605604,Novak,574.0,Germany,Female,68,3,70045.7,1,1,1,13863.53,1
1361,15601360,Okafor,599.0, Spain  ,Female,60,4,127941.98,1,1,1,74264.1,0
1062,15601061,Costa,473.0,Germany,female,52,6,49818.12,1,1,1,127606.25,1
6262,15606261,Tanaka,615.0,Spain,Male,40,9,108577.09,1,0,1,35613.37,0
4242,15604241,Garcia,688.0, France  ,Female,52,3,97927.81,2,1,0,176670.62,1
5118,15605117,Silva,644.0, France  ,Male,34,6,0.0,1,1,1,165410.08,0
191,15600190,Costa,767.0,Germany,female,64,6,88761.64,3,1,1,136843.46,0
6305,15606304,Kowalski,621.0,France,Female,46,7,0.0,1,1,1,112926.14,1
4581,15604580,Muller,807.0,Spain,Female,55,8,0.0,2,1,1,196703.3,0
8660,15608659,Moreau,609.0,France,Male,50,2,443.66,2,1,1,175868.92,0
9076,15609075,Schmidt,712.0,France,Female,76,1,0.0,1,1,1,123094.72,1
9029,15609028,Fischer,602.0,Germany,male,51,2,71242.85,2,1,0,130015.63,0
1371,15601370,Schmidt,673.0,Spain,Female,59,5,,1,0,0,66426.45,1
7100,15607099,Schmidt,478.0,Spain,Male,41,7,93543.12,1,0,1,162598.6,1
9153,15609152,Kowalski,616.0,France,male,42,10,0.0,1,1,1,148661.07,0
8652,15608651,Fischer,682.0,FRANCE,Female,47,5,35338.45,2,1,1,120509.88,1
6994,15606993,Kumar,808.0,France,Male,76,7,116050.28,2,1,0,86399.6,0
5473,15605472,Nguyen,474.0, France  ,Female,58,5,0.0,2,1,0,136658.24,1
8547,15608546,Kumar,781.0,Germany,Male,67,8,0.0,1,0,0,139229.81,1
111,15600110,Garcia,,FRANCE,Male,47,10,145853.01,2,1,1,127374.67,0
5577,15605576,Fischer,601.0,France,Female,51,5,0.0,1,0,1,99598.33,0
3739,15603738,Costa,350.0,France,Female,69,10,0.0,2,1,1,98042.38,0
1056,15601055,Bianchi,498.0, Spain  ,Female,69,2,75086.7,1,0,0,161103.55,1
3503,15603502,Kowalski,641.0,Spain,female,60,10,43608.55,1,1,0,57820.94,0
790,15600789,Smith,588.0,Germany,Female,64,4,98371.55,1,1,0,66261.61,1
9700,15609699,Nguyen,634.0,Spain,Male,47,0,0.0,1,0,1,45562.71,0
3606,15603605,Rossi,658.0,Spain,Female,51,6,92687.38,1,0,0,178045.5,0
13,15600012,Kumar,509.0,Spain,Male,52,4,0.0,2,0,0,85450.03,0
4329,15604328,Smith,760.0,Germany,male,59,7,201141.81,1,1,1,13664.91,0
5345,15605344,Garcia,645.0,Spain,Male,70,10,43353.46,1,1,0,53932.14,1
6721,15606720,Schmidt,644.0,France,Female,76,2,0.0,2,1,1,22250.43,0
5571,15605570,Nguyen,742.0,Spain,Male,44,0,129989.33,1,1,1,40577.29,0
4787,15604786,Fischer,676.0,FRANCE,Female,43,10,0.0,2,1,1,149693.0,0
6484,15606483,Fischer,547.0,Spain,female,88,4,171027.5,2,1,1,81648.46,0
2929,15602928,Muller,688.0,France,Male,58,8,0.0,2,0,0,65661.64,0
1915,15601914,Kowalski,581.0, France  ,Male,54,2,73858.22,4,1,0,198764.93,0
7722,15607721,Silva,815.0,France,Male,43,10,112142.36,2,1,1,97004.08,0
2010,15602009,Novak,647.0,France,Female,47,4,97886.64,2,0,1,69466.76,0
7114,15607113,Silva,,France,Female,65,8,10480.25,1,1,1,106500.09,0
4462,15604461,Kowalski,543.0,FRANCE,Male,61,8,0.0,1,1,1,181651.93,0
8135,15608134,Kumar,696.0,France,female,52,10,95451.39,2,1,0,145900.11,1
6410,15606409,Moreau,787.0, Germany  ,male,54,4,0.0,2,1,0,189695.93,0
934,15600933,Novak,705.0,France,male,61,0,68883.08,2,1,1,123309.12,0
5142,15605141,Smith,627.0,Germany,Male,52,6,85152.95,1,1,1,45706.88,0
6100,15606099,Dubois,451.0,France,female,47,3,44869.22,2,1,1,52581.9,0
8184,15608183,Nguyen,630.0, Spain  ,Male,50,4,48334.32,1,0,1,165517.1,0
7523,15607522,Silva,715.0,France,Female,54,0,0.0,1,1,0,60286.28,0
2502,15602501,Okafor,643.0,France,Female,51,7,107579.27,3,0,0,152787.3,0
38,15600037,Petrov,,SPAIN,Female,61,8,134192.32,2,0,0,4371.39,1
1561,15601560,Garcia,786.0,France,Male,60,9,68034.07,1,1,0,166154.09,0
4109,15604108,Andersen,435.0, France  ,Male,50,3,63528.62,2,1,0,77367.86,0
8080,15608079,Petrov,636.0,France,Male,41,7,47009.79,1,1,0,162961.76,0
5706,15605705,Petrov,776.0,France,Female,54,6,149861.79,2,1,0,175173.45,0
8820,15608819,Muller,678.0,France,Male,80,3,115538.96,4,1,1,81248.92,1
9088,15609087,Silva,550.0,France,male,44,7,75536.08,2,0,1,195191.86,1
8077,15608076,Andersen,545.0,France,Male,44,4,127204.29,1,1,1,46188.94,0
5100,15605099,Garcia,648.0,France,Female,68,9,92201.14,2,1,1,168953.36,0
2458,15602457,Moreau,813.0,Germany,Female,72,9,16858.61,2,1,0,158176.01,0
1022,15601021,Okafor,655.0,Spain,Female,62,1,0.0,3,1,0,31006.81,1
4933,15604932,Schmidt,506.0,Germany,Male,53,10,111810.03,2,0,0,152675.62,1
7837,15607836,Ivanov,567.0,France,Female,42,10,0.0,3,1,1,120520.3,0
8436,15608435,Okafor,667.0,Germany,female,83,1,38100.22,1,1,0,43446.95,1
2840,15602839,Bianchi,640.0,FRANCE,male,55,3,158088.55,1,1,1,180430.62,1
8429,15608428,Fischer,628.0,France,Male,65,3,125676.48,2,1,1,82350.78,0
5685,15605684,Andersen,728.0,SPAIN,Female,57,1,0.0,2,1,0,99503.9,1
1285,15601284,Ivanov,604.0,Spain,male,44,10,81533.28,2,0,0,150555.02,0
3135,15603134,Kumar,532.0,Germany,male,69,9,0.0,1,1,1,27058.49,0
4059,15604058,Dubois,780.0,France,female,63,3,0.0,2,1,1,171173.29,0
5036,15605035,Dubois,692.0,Germany,Male,35,9,108131.81,4,1,1,91832.63,0
8502,15608501,Kowalski,669.0,Spain,Female,39,7,74985.29,2,1,0,57503.79,0
3768,15603767,Kumar,637.0,Germany,Female,49,0,43855.35,2,0,1,172710.22,0
105,15600104,Nguyen,832.0,Germany,Male,40,0,143632.66,1,1,0,106692.62,0
3393,15603392,Nguyen,694.0,France,Female,63,4,0.0,1,0,0,103911.35,1
6844,15606843,Kowalski,589.0,SPAIN,Male,44,9,0.0,1,1,1,39763.27,0
9286,15609285,Silva,637.0,Germany,Female,56,1,16499.74,2,1,1,164739.41,0
1269,15601268,Bianchi,585.0,Germany,Female,74,0,0.0,1,1,1,72222.46,1
4616,15604615,Tanaka,488.0,Spain,Male,37,2,110485.83,1,0,0,16715.61,0
5248,15605247,Moreau,593.0,Spain,Male,44,5,0.0,1,1,1,76450.86,1
4613,15604612,Nguyen,649.0,Germany,Female,39,6,63459.73,2,1,1,67013.74,0
4725,15604724,Garcia,660.0,Spain,Male,43,2,72848.23,1,1,0,175733.27,0
927,15600926,Andersen,614.0,Germany,female,39,7,65730.62,2,1,0,104493.34,0
5268,15605267,Novak,631.0,France,male,63,1,0.0,1,1,1,108898.19,1
664,15600663,Dubois,708.0,France,Female,54,9,3137.72,1,1,1,21963.86,1
1542,15601541,Dubois,647.0,Germany,Male,45,4,142313.55,2,1,0,41524.66,0
8972,15608971,Garcia,542.0,France,Male,52,9,105689.75,2,0,1,154306.12,0
9101,15609100,Dubois,480.0,France,Female,81,0,0.0,1,1,0,94676.78,1
4144,15604143,Tanaka,850.0,France,Female,67,1,0.0,2,1,0,87768.42,1
3360,15603359,Andersen,689.0,Spain,Female,55,8,87413.31,1,1,1,110955.88,0
8490,15608489,Kumar,783.0,France,Female,40,10,30284.13,1,1,0,149666.62,0
3318,15603317,Ivanov,666.0,Germany,Male,76,10,20642.37,1,1,0,126569.83,1
3198,15603197,Petrov,644.0,France,Female,65,1,0.0,1,1,1,135138.82,0
6392,15606391,Ivanov,715.0,Spain,Male,49,3,95848.97,1,1,0,53153.44,1
2208,15602207,Petrov,583.0,Germany,Male,54,4,28078.14,2,0,0,151340.2,1
8548,15608547,Schmidt,609.0,Germany,female,46,10,72200.51,2,1,1,68300.5,0
5334,15605333,Schmidt,634.0,France,Female,59,10,0.0,2,0,1,51490.8,0
1683,15601682,Smith,483.0,France,Male,66,7,59293.45,2,1,1,109580.74,0
9751,15609750,Garcia,498.0,Germany,male,61,0,92956.43,2,1,0,168298.24,0
7603,15607602,Garcia,546.0,France,Male,66,5,19224.0,1,1,1,173694.41,0
7472,15607471,Bianchi,536.0,France,Female,73,7,87873.93,2,1,1,5794.61,0
3866,15603865,Nguyen,575.0,France,Female,48,6,1690.64,2,1,0,128756.44,0
679,15600678,Andersen,697.0,Germany,Male,49,1,124962.73,2,0,0,11529.29,0
7777,15607776,Petrov,628.0,France,Male,45,1,102717.71,1,1,1,163476.48,0
9192,15609191,Bianchi,849.0,France,Male,66,7,105291.52,1,0,0,1686.88,0
166,15600165,Petrov,446.0,France,Female,37,10,124541.42,2,0,0,67736.36,0
8285,15608284,Nguyen,670.0,Spain,Female,47,6,135135.21,1,1,1,53351.08,0
6434,15606433,Ivanov,589.0,France,Male,43,6,,1,1,0,71439.76,0
2443,15602442,Smith,542.0,France,Female,47,10,0.0,3,1,0,158145.26,0
2033,15602032,Okafor,593.0,Spain,Female,69,8,0.0,2,0,1,140746.66,0
5551,15605550,Novak,764.0,France,Male,59,9,0.0,1,1,0,54609.96,0
7465,15607464,Tanaka,514.0,France,Female,73,6,107517.93,1,0,0,138650.11,0
7110,15607109,Garcia,544.0, GERMANY  ,female,69,0,0.0,1,1,1,180723.95,0
1607,15601606,Rossi,596.0,FRANCE,Male,40,3,0.0,1,1,1,12901.96,1
4914,15604913,Novak,475.0,France,Female,56,6,146652.77,2,1,1,8937.21,1
231,15600230,Silva,708.0,France,Female,69,2,153642.3,1,0,0,185113.96,0
6467,15606466,Ivanov,681.0,France,Female,55,10,0.0,1,1,0,59966.81,1
6850,15606849,Muller,520.0,Spain,Female,66,10,0.0,1,1,0,175515.2,1
9759,15609758,Schmidt,729.0,Spain,Female,58,0,156294.93,3,1,1,195231.78,0
6638,15606637,Okafor,565.0,Spain,female,52,2,0.0,1,0,0,199765.52,1
1558,15601557,Nguyen,736.0,Germany,Male,57,10,130402.45,2,0,1,127337.46,0
6968,15606967,Fischer,544.0,Spain,Male,51,5,112683.73,4,1,0,119982.72,0
9889,15609888,Moreau,599.0,Germany,male,49,7,0.0,1,1,0,104857.0,1
3484,15603483,Dubois,734.0, Spain  ,Male,47,5,174646.05,1,0,0,58717.49,0
8623,15608622,Schmidt,748.0,Spain,male,49,6,114972.33,1,1,1,52130.8,0
5042,15605041,Muller,831.0,SPAIN,male,64,1,62374.41,3,1,1,88607.16,0
1649,15601648,Bianchi,686.0,Spain,female,60,8,107110.46,2,1,1,156219.77,0
8109,15608108,Costa,667.0,Germany,Male,40,8,0.0,2,1,0,92258.7,0
1927,15601926,Ivanov,607.0,France,female,30,6,80890.17,1,1,1,69703.81,0
9655,15609654,Bianchi,850.0,Spain,female,42,4,0.0,1,0,1,28152.42,0
5938,15605937,Fischer,562.0,Spain,Male,54,3,128194.72,4,1,1,151464.33,0
2171,15602170,Smith,746.0,Germany,Male,58,9,124113.18,1,1,0,123934.48,1
1851,15601850,Okafor,484.0,Spain,Male,53,8,0.0,1,0,0,35994.46,0
3763,15603762,Fischer,816.0,Germany,Female,31,1,0.0,1,0,0,137823.96,0
1546,15601545,Fischer,645.0,Germany,Male,83,5,88821.54,1,1,1,171815.09,1
886,15600885,Kumar,617.0,France,Male,44,0,58109.9,1,1,0,171386.85,1
9888,15609887,Bianchi,740.0,Spain,Female,45,3,0.0,2,1,1,93618.64,0
8671,15608670,Costa,627.0,France,Male,39,2,48080.32,1,0,0,121111.92,0
6839,15606838,Okafor,834.0,France,Female,40,10,38826.53,2,1,1,194444.45,0
2309,15602308,Kowalski,718.0,Spain,Male,57,8,0.0,1,0,1,181922.27,1
7080,15607079,Kowalski,850.0,Germany,Male,92,2,75547.94,2,0,0,63395.25,0
7153,15607152,Rossi,722.0,Germany,Female,92,7,0.0,2,1,1,162187.98,1
5000,15604999,Silva,564.0,France,Male,51,8,0.0,1,1,1,199681.17,0
3234,15603233,Smith,600.0,France,Female,49,10,0.0,1,0,0,3599.49,1
9350,15609349,Costa,754.0,France,Female,67,7,0.0,1,1,0,37610.41,1
9438,15609437,Andersen,638.0,Spain,Female,55,3,0.0,1,1,0,50879.98,1
4108,15604107,Petrov,587.0,France,Female,50,4,0.0,2,0,0,63742.28,0
4027,15604026,Dubois,668.0,France,Female,40,5,119814.62,1,1,1,43512.96,0
4114,15604113,Bianchi,607.0,Germany,female,66,4,73030.28,2,1,1,38153.84,1
6021,15606020,Garcia,576.0,France,Male,53,0,94746.82,3,0,1,2509.68,0
7210,15607209,Moreau,528.0,France,Female,55,1,116798.31,2,1,1,72177.85,0
2156,15602155,Silva,606.0,France,Male,48,10,80457.38,1,0,0,104952.14,0
3986,15603985,Kowalski,847.0,Spain,Male,53,1,0.0,2,1,0,163108.01,0
9646,15609645,Costa,640.0,France,Male,57,3,88835.13,4,1,0,77258.32,0
967,15600966,Novak,720.0,Germany,Male,54,4,0.0,1,1,0,86962.63,1
3277,15603276,Okafor,552.0,FRANCE,female,87,2,0.0,3,1,0,79503.33,0
580,15600579,Rossi,-38.0, Germany  ,Male,54,6,113847.21,1,0,0,83567.0,0
4116,15604115,Silva,651.0,France,Female,58,3,0.0,2,1,0,191327.75,0
5492,15605491,Nguyen,688.0,France,female,42,10,130186.96,2,0,1,20729.2,0
7473,15607472,Dubois,624.0,GERMANY,Male,55,4,0.0,2,1,0,8153.73,0
7129,15607128,Garcia,743.0,SPAIN,Female,63,3,,1,0,1,129098.93,0
4618,15604617,Fischer,626.0,Spain,male,83,6,0.0,3,1,0,27837.74,0
771,15600770,Costa,654.0,Spain,Male,45,8,21093.63,1,1,1,97243.45,0
975,15600974,Rossi,510.0,Spain,Male,74,4,142764.42,1,0,0,159393.9,0
1766,15601765,Moreau,593.0,SPAIN,Female,43,8,146728.64,4,1,1,99053.22,1
4950,15604949,Ivanov,513.0,Germany,Male,77,5,0.0,2,1,0,192751.18,1
64,15600063,Bianchi,625.0,France,female,43,0,18169.43,1,1,0,8524.67,0
3415,15603414,Fischer,667.0,Germany,Female,63,8,0.0,1,1,0,198961.19,0
7259,15607258,Rossi,,Spain,female,32,9,0.0,1,0,0,34524.14,0
3153,15603152,Muller,679.0,France,Female,77,2,27340.72,2,0,0,97412.67,1
495,15600494,Garcia,590.0,Germany,Male,59,2,36698.05,1,1,0,53129.05,1
1084,15601083,Fischer,803.0,SPAIN,Female,51,10,124949.47,3,1,0,41667.32,0
6023,15606022,Kowalski,735.0,Spain,Male,41,7,0.0,2,1,1,181814.08,0
2549,15602548,Silva,618.0,France,Female,58,0,114773.65,2,1,1,547.69,0
4041,15604040,Kowalski,545.0,France,Female,51,5,37319.52,1,1,0,91355.68,1
3293,15603292,Dubois,581.0,Germany,Male,62,9,37840.82,1,0,1,188101.09,0
3487,15603486,Kowalski,649.0,France,Female,81,10,0.0,1,1,1,156370.98,0
